ID,Positive Event,Total Sends,Total Opens,Unique Opens,Total Clickthroughs,Unique Clickthroughs,Total Page Views,Total Visits,Average Page Time (seconds),Total Page Time (seconds),Total Form Submissions,Title,Job Function,Industry Formula,Region
14294A,0,77,20,1,4,1,720,257,62.82361111,45233,45,0,DBA,Government,Americas
14295A,0,40,14,1,0,0,2,1,42,84,2,Dir. of Client Services - Infosys,"Business Executive (CEO, COO, CMO, etc.)",Energy and Environmental,Americas
14296A,1,,,,,,,,,,,Principal Solution Architect,Director / Development Manager,Government,EMEA
14297A,0,63,41,1,2,1,143,79,56.84615385,8129,6,Principle Software Architect,0,Financial Services,Americas
14298A,0,10,0,0,0,0,,,,,,"Director, RSA NetWitness Architecture",Director / Development Manager,Corporate Services,Americas
14299A,0,31,0,0,0,0,96,48,70.25,6744,1,Staff Software Engineer,Software Developer / Engineer,Electronics,Americas
14300A,0,11,104,1,2,1,92,16,53.9673913,4965,2,0,Other,0,APAC
14301A,0,14,2,1,2,1,101,21,65.1980198,6585,2,0,DBA,Insurance,Americas
14302A,0,21,0,0,0,0,,,,,,Sr. Executive Digital Transformation,"Business Executive (CEO, COO, CMO, etc.)",Energy and Environmental,Americas
14303A,0,1,0,0,0,0,,,,,,0,Technical Operations,Telecommunications,EMEA
14304A,0,52,22,1,3,1,96,25,111.0729167,10663,2,Data Architect,Architect,Computer Software,Americas
14305A,1,,,,,,,,,,,Resp. Sviluppo & Gestione DB,DBA,Corporate Services,EMEA
14306A,0,10,6,1,5,1,8,5,3.25,26,,Head of Billing and Metering Solution Customer Service Solution ICT Italy,"Business Executive (CEO, COO, CMO, etc.)",Energy and Environmental,EMEA
14307A,1,57,199,1,13,1,516,191,51.75775194,26707,2,Manager,Director / Development Manager,Telecommunications,Americas
14308A,0,1,0,0,0,0,,,,,,SVP Technology and Architecture,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
14309A,1,,,,,,,,,,,CIO BlueSolutions Division,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,EMEA
14310A,0,0,22,1,19,1,90,27,39.36666667,3543,5,Principal Consultant,Director / Development Manager,Energy and Environmental,Americas
14311A,1,22,3,1,0,0,135,48,69.65185185,9403,2,Solutions Architect,Architect,Corporate Services,Americas
14312A,1,17,0,0,0,0,,,,,,"Director, Enterprise Architecture & Data Services",Director / Development Manager,Insurance,Americas
14313A,0,8,50,1,5,1,5,4,3.8,19,,Manager Document Store/Printing,Director / Development Manager,Energy and Environmental,EMEA
14314A,0,15,0,0,0,0,21,2,108.2857143,2274,1,0,DBA,Corporate Services,Americas
14315A,0,39,6,1,1,1,1,1,0,0,,Data management,DBA,Financial Services,EMEA
14316A,1,32,3,1,0,0,6,4,115,690,1,Product Owner,"Business Executive (CEO, COO, CMO, etc.)",Automotive,EMEA
14317A,0,26,30,1,0,0,,,,,,"Vice President, Engineering","Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
14318A,0,14,0,0,0,0,6,2,10.83333333,65,1,CTo,Director / Development Manager,Computer Software,Americas
14319A,1,48,24,1,0,0,,,,,,Resp. Infrastrutture & Operations,Architect,Media,EMEA
14320A,0,14,0,0,0,0,,,,,,Director of Architecture,Director / Development Manager,Computer Software,Americas
14321A,0,20,7,1,8,1,8,6,4.125,33,,0,Product / Project Manager,Transportation,APAC
14322A,1,100,70,1,1,1,47,12,35.46808511,1667,,Director - IT Operations and Data Management,Director / Development Manager,Schools and Education,Americas
14323A,0,15,0,0,0,0,,,,,,0,Data Scientist,Banks,APAC
14324A,1,57,10,1,1,1,220,139,40.79545455,8975,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Americas
14325A,0,10,7,1,0,0,10,3,80.8,808,1,Gerente de vendas regional,Technical Operations,Telecommunications,Americas
14326A,1,33,16,1,1,1,45,7,25.53333333,1149,6,-,Director / Development Manager,Financial Services,Americas
14327A,1,56,84,1,4,1,966,188,59.63768116,57610,6,Brokerage Architect,Architect,Financial Services,Americas
14328A,0,48,91,1,4,1,90,52,57.94444444,5215,1,Software Engineer,Software Developer / Engineer,Pharmaceuticals and Biotechnology,Americas
14329A,0,8,10,1,0,0,,,,,,Head of Innovation Realisation,Director / Development Manager,Government,EMEA
14330A,1,60,5,1,1,1,2,2,0,0,1,Global Sourcing,Other,Financial Services,Americas
14331A,0,5,3,1,0,0,142,33,56.19014085,7979,1,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,APAC
14332A,0,13,0,0,0,0,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,APAC
14333A,0,55,0,0,0,0,,,,,,Systems Architect,Architect,Retail,EMEA
14334A,0,26,23,1,1,1,235,69,73.56595745,17288,6,0,0,Computer Software,Americas
14335A,0,7,5,1,0,0,19,6,61.42105263,1167,1,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Pharmaceuticals,EMEA
14336A,1,9,11,1,0,0,,,,,,Digital,0,Energy and Environmental,Americas
14337A,0,18,14,1,2,1,53,12,47.11320755,2497,2,0,Product / Project Manager,Financial Services,EMEA
14338A,0,13,6,1,0,0,,,,,1,Head Data Services,"Business Executive (CEO, COO, CMO, etc.)",Banks,EMEA
14339A,0,17,8,1,0,0,4,4,0.25,1,,JEFE DE DIVISION DE ADMINISTRACION DEL CICLO DE VIDA APLICATIVO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Government,Americas
14340A,0,25,0,0,0,0,76,16,40.31578947,3064,8,0,Director / Development Manager,Retail,Americas
14341A,0,89,77,1,3,1,106,47,38.53773585,4085,15,Global Head Group Customer Data,"IT Executive (CIO, CTO, VP Engineering, etc.)",Banks,EMEA
14342A,0,35,5,1,2,1,205,66,65.01463415,13328,18,NA,Director / Development Manager,Corporate Services,Americas
14343A,0,27,15,1,3,1,150,54,62.40666667,9361,1,"Business Executive (CEO, COO, CMO, etc.)","Business Executive (CEO, COO, CMO, etc.)",Corporate Services,APAC
14344A,0,,,,,,,,,,1,VP Cloud Architecture,Architect,Media,Americas
14345A,0,55,105,1,8,1,81,35,51.9382716,4207,19,0,0,Financial Services,APAC
14346A,0,3,0,0,0,0,,,,,,Chief Architect,Architect,Pharmaceuticals and Biotechnology,EMEA
14347A,0,74,0,0,0,0,36,12,69.69444444,2509,4,Director of IT Infrastructure,Director / Development Manager,Computer Software,Americas
14348A,1,,,,,,5,3,31,155,,0,Product / Project Manager,Financial Services,Americas
14349A,1,18,7,1,0,0,,,,,,Head of Data & Decisioning,Director / Development Manager,Banks,EMEA
14350A,0,2,3,1,0,0,,,,,,Solutions Architect,Architect,Computer Software,Americas
14351A,1,42,7,1,0,0,,,,,,Head Data & Analytics Engineering,Director / Development Manager,Banks,EMEA
14352A,0,2,0,0,0,0,,,,,,Responsable Dévelopment,Product / Project Manager,Computer Software,EMEA
14353A,0,31,2,1,2,1,21,8,86.38095238,1814,2,Senior Software Engineer,Software Developer / Engineer,Financial Services,Americas
14354A,0,55,32,1,0,0,44,12,59.40909091,2614,6,0,Software Developer / Engineer,Banks,Americas
14355A,0,,,,,,,,,,,Software Development Manager,Director / Development Manager,"Leisure, Sports and Recreation",EMEA
14356A,0,15,0,0,0,0,34,19,39.41176471,1340,4,0,Software Developer / Engineer,Corporate Services,Global
14357A,1,28,6,1,0,0,333,103,80.51951952,26813,5,Lead Application Developer (Smart Core-Connector Grid Development),"IT Executive (CIO, CTO, VP Engineering, etc.)",Banks,Americas
14358A,0,20,0,0,0,0,12,2,120,1440,1,0,Data Scientist,Financial Services,EMEA
14359A,0,116,66,1,12,1,12,12,0,0,6,"Director, Cloud Services",Director / Development Manager,Holding Companies,EMEA
14360A,0,12,8,1,0,0,,,,,,Ops,DBA,Media,EMEA
14361A,0,2,0,0,0,0,,,,,,Director of IT,Director / Development Manager,Computer Hardware,EMEA
14362A,1,51,358,1,16,1,67,29,87.71641791,5877,3,Product Owner NewGen platform,Other,Banks,EMEA
14363A,0,17,0,0,0,0,,,,,,Procurement,"IT Executive (CIO, CTO, VP Engineering, etc.)",Telecommunications,EMEA
14364A,1,49,97,1,4,1,156,71,56.3525641,8791,3,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Unclassified,APAC
14365A,0,1,0,0,0,0,45,21,44.62222222,2008,1,0,Architect,Food and Beverage,Americas
14366A,0,9,0,0,0,0,,,,,,"Senior Manager, Operations Engineering, Architecture",Director / Development Manager,Computer Software,Americas
14367A,0,19,1,1,0,0,,,,,,SVP Data Governance,"Business Executive (CEO, COO, CMO, etc.)",Financial Services,Americas
14368A,1,25,0,0,0,0,28,7,95.75,2681,4,Science and Technology Systems Group Leader,Director / Development Manager,Government,Americas
14369A,0,17,43,1,2,1,,,,,,"AVP, Head-Digital & Technical Learning","IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,APAC
14370A,0,20,32,1,0,0,,,,,,IT Director,Director / Development Manager,Insurance,EMEA
14371A,0,14,3,1,0,0,,,,,1,0,Other,Corporate Services,APAC
14372A,1,50,26,1,5,1,80,26,55.4,4432,6,Developer Associate,Software Developer / Engineer,Banks,Americas
14373A,0,14,32,1,4,1,83,22,62.79518072,5212,1,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,EMEA
14374A,1,0,1,1,1,1,45,19,83,3735,2,"VP, Engineering","IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
14375A,0,11,4,1,0,0,,,,,,Booz Allen Hamilton Principal - Acquisition,Director / Development Manager,Government,Americas
14376A,0,18,0,0,0,0,,,,,1,0,Software Developer / Engineer,Financial Services,EMEA
14377A,1,120,150,1,2,1,73,39,35.12328767,2564,2,Software Engineer,Director / Development Manager,Corporate Services,Global
14378A,0,8,0,0,0,0,,,,,1,Senior Manager of Customer Analytics,Director / Development Manager,Retail,Americas
14379A,0,16,0,0,0,0,,,,,,"Sr. Dir., Risk Technology",Director / Development Manager,Corporate Services,Americas
14380A,0,45,1,1,1,1,137,72,65.97080292,9038,7,Solution Architect,Architect,Pharmaceuticals and Biotechnology,Americas
14381A,0,117,104,1,9,1,790,193,78.90886076,62338,13,architect,Architect,Insurance,Americas
14382A,0,72,50,1,0,0,10,1,57.7,577,3,Architect,Architect,Retail,Americas
14383A,0,57,16,1,8,1,256,102,50.375,12896,3,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
14384A,0,19,43,1,5,1,5,5,0,0,,Senior System Development Manager,Director / Development Manager,Banks,APAC
14385A,0,30,10,1,0,0,356,89,34.43258427,12258,2,Vice President of Research and Development and Co-founder,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
14386A,0,36,7,1,0,0,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
14387A,0,37,10,1,5,1,20,8,55,1100,1,Sr. Software Engineer,Software Developer / Engineer,Insurance,Americas
14388A,1,,,,,,,,,,,IT PM Service level Management,"Business Executive (CEO, COO, CMO, etc.)",Automotive,APAC
14389A,0,5,0,0,0,0,,,,,,Senior Account Executive,Other,Computer Software,EMEA
14390A,0,3,0,0,0,0,201,72,37.04975124,7447,1,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,EMEA
14391A,0,27,14,1,1,1,4,2,12,48,10,0,Architect,Corporate Services,Americas
14392A,0,11,4,1,0,0,,,,,,IT Project Manager - Humana Pharmacy Solutions,Product / Project Manager,Insurance,Americas
14393A,0,57,3,1,0,0,,,,,,DGA technique de la DSI,0,Corporate Services,EMEA
14394A,0,58,19,1,10,1,862,240,79.12529002,68206,15,Senior Engineer,Software Developer / Engineer,Insurance,Americas
14395A,0,6,0,0,0,0,,,,,,Head of Corporate Technology Development,Director / Development Manager,Banks,Americas
14396A,0,7,7,1,0,0,98,28,32.54081633,3189,3,Software Engineer,Software Developer / Engineer,Telecommunications,Americas
14397A,0,22,13,1,0,0,,,,,,Program Manager,Director / Development Manager,Telecommunications,Americas
14398A,0,41,51,1,3,1,93,34,50.38709677,4686,8,0,Software Developer / Engineer,Insurance,Americas
14399A,0,19,80,1,2,1,292,119,50.83219178,14843,3,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Consumer Services,EMEA
14400A,0,17,6,1,0,0,10,5,43.5,435,2,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Insurance,EMEA
14401A,0,22,5,1,0,0,,,,,,Architecte,Architect,Banks,EMEA
14402A,0,23,24,1,0,0,62,10,32.91935484,2041,8,0,Director / Development Manager,Insurance,Americas
14403A,0,24,79,1,3,1,108,46,51.7037037,5584,,0,"Business Executive (CEO, COO, CMO, etc.)",Corporate Services,Americas
14404A,1,39,12,1,4,1,6,3,9,54,,"Responsable infrastructures unix, linux et bases de données",Architect,Financial Services,EMEA
14405A,1,9,0,0,0,0,,,,,,Enterprise Testing Lead,Product / Project Manager,Transportation,APAC
14406A,0,20,2,1,0,0,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Americas
14407A,0,9,4,1,2,1,159,34,73.67295597,11714,5,0,Other,Industrial Manufacturing and Services,Americas
14408A,1,91,70,1,6,1,9684,2250,60.64787278,587314,37,Director of Development,DBA,Computer Software,Americas
14409A,0,76,336,1,10,1,10,10,0,0,10,System Consultant for Oracle databases,DBA,Holding Companies,EMEA
14410A,0,11,0,0,0,0,,,,,,"Senior Director, Cloud Services",Director / Development Manager,Computer Software,Americas
14411A,1,22,54,1,2,1,154,57,44.6038961,6869,2,R&A Architecture Lead,Architect,Financial Services,EMEA
14412A,1,52,9,1,3,1,115,32,45.85217391,5273,2,Developer,Product / Project Manager,Insurance,EMEA
14413A,0,5,0,0,0,0,,,,,1,Senior Programmer Analyst,Software Developer / Engineer,Government,Americas
14414A,0,5,2,1,5,1,12,6,45.08333333,541,1,0,Other,Corporate Services,Americas
14415A,0,2,1,1,0,0,,,,,,0,Business Development / Alliance Manager,Consumer Product Manufacturing,EMEA
14416A,0,10,4,1,0,0,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,EMEA
14417A,1,41,64,1,7,1,626,119,54.91853035,34379,,Technology Manager,Director / Development Manager,Banks,Americas
14418A,0,25,7,1,0,0,,,,,,BIM CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Global
14419A,0,29,8,1,0,0,9,1,74.33333333,669,3,0,Architect,Telecommunications,Americas
14420A,0,75,12,1,0,0,,,,,1,0,DBA,Financial Services,Americas
14421A,0,34,36,1,1,1,18,10,34.88888889,628,4,CEO,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
14422A,0,37,2,1,0,0,,,,,,Technology Category Supplier Manager,0,Telecommunications,Americas
14423A,0,3,1,1,0,0,3,3,0,0,3,IT Architect,Architect,Corporate Services,Americas
14424A,0,6,27,1,0,0,2,2,0,0,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Telecommunications,EMEA
14425A,0,77,80,1,7,1,743,323,65.42664872,48612,5,Senior Architect,Architect,Computer Software,Americas
14426A,0,25,0,0,0,0,8,3,61,488,2,Key Accout Manager,Other,Retail,EMEA
14427A,0,,,,,,,,,,,Web Site Manager,Software Developer / Engineer,Corporate Services,Americas
14428A,0,,,,,,,,,,,IT Team Leader,Director / Development Manager,Government,Americas
14429A,0,6,0,0,0,0,,,,,,VP Product,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
14430A,1,,,,,,,,,,,Exec Advisor (WGS Enrollment & Billing) - Service Experience Technology,"Business Executive (CEO, COO, CMO, etc.)",Insurance,Americas
14431A,0,88,0,0,0,0,89,22,66.21348315,5893,3,Senior Software Architect,Architect,Energy and Environmental,Americas
14432A,0,1,0,0,0,0,,,,,,PM Digital Innovation,Architect,Telecommunications,EMEA
14433A,1,73,1578,1,0,0,386,116,38.00777202,14671,5,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Pharmaceuticals and Biotech,Americas
14434A,0,10,0,0,0,0,,,,,,0,Director / Development Manager,Electronics,Americas
14435A,0,23,2,1,0,0,,,,,,0,Software Developer / Engineer,Computer Software,EMEA
14436A,0,116,161,1,8,1,416,146,42.63461538,17736,3,Chief Product Officer,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,EMEA
14437A,0,46,0,0,0,0,,,,,,Web Application Security Engineer,Software Developer / Engineer,Corporate Services,Americas
14438A,0,26,19,1,0,0,,,,,,Director Area de Información IT,Director / Development Manager,Consumer Product Manufacturing,EMEA
14439A,0,,,,,,,,,,,President,"Business Executive (CEO, COO, CMO, etc.)",0,Americas
14440A,0,3,0,0,0,0,,,,,,Technology Manager,Director / Development Manager,Banks,Americas
14441A,0,9,28,1,1,1,113,36,39.52212389,4466,2,DBA Lead,Technical Operations,Corporate Services,Global
14442A,0,28,3,1,0,0,56,16,60.32142857,3378,2,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
14443A,0,20,37,1,0,0,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Telecommunications,EMEA
14444A,0,7,0,0,0,0,,,,,2,0,Software Developer / Engineer,Insurance,Americas
14445A,1,58,63,1,0,0,79,12,58.6835443,4636,3,"Director of IT, Architecture and Engineering",Director / Development Manager,Insurance,Americas
14446A,0,2,1,1,0,0,,,,,,CTO Originations,"IT Executive (CIO, CTO, VP Engineering, etc.)",Banks,EMEA
14447A,0,6,2,1,0,0,,,,,,0,Product / Project Manager,Insurance,EMEA
14448A,1,13,16,1,0,0,136,44,72.11764706,9808,4,0,Technical Operations,Financial Services,Americas
14449A,1,16,2,1,0,0,183,54,119.0601093,21788,,ingénieur système,Technical Operations,Construction and Building Materials,EMEA
14450A,0,30,2,1,0,0,,,,,,Enterprise Lead Architect for Databases and DWH,Architect,Transportation,EMEA
14451A,0,69,25,1,0,0,,,,,,"Manager, Architecture & Software Development",Director / Development Manager,Telecommunications,Americas
14452A,0,25,3,1,9,1,382,74,55.95287958,21374,14,0,Software Developer / Engineer,Telecommunications,Americas
14453A,0,23,14,1,0,0,,,,,,CIO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Transportation,EMEA
14454A,0,1,0,0,0,0,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
14455A,1,22,27,1,2,1,44,11,46.18181818,2032,1,Product Owner LCP,"Business Executive (CEO, COO, CMO, etc.)",Computer Hardware,EMEA
14456A,1,51,0,0,0,0,5,2,41,205,16,Big Data Architect,DBA,Banks,Americas
14457A,0,23,34,1,0,0,,,,,,Ent Architect,Architect,Transportation,APAC
14458A,0,72,11,1,5,1,39,18,72.71794872,2836,3,Director of Enterprise Architecture,Director / Development Manager,Pharmaceuticals and Biotechnology,Americas
14459A,0,4,0,0,0,0,,,,,,Director of Software Engineering,Director / Development Manager,Schools and Education,Americas
14460A,0,20,0,0,0,0,,,,,,Senior Architect,Architect,Insurance,Americas
14461A,0,9,45,1,1,1,10,4,99.4,994,,Enterprise Architecture Services Manager,"Business Executive (CEO, COO, CMO, etc.)",Financial Services,Americas
14462A,1,0,13,1,1,1,52,15,105.5384615,5488,4,0,DBA,Pharmaceuticals and Biotechnology,Americas
14463A,1,24,29,1,0,0,77,28,59.49350649,4581,3,Director,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
14464A,0,24,47,1,0,0,508,182,69.67322835,35394,3,D. of Product Engineering,Software Developer / Engineer,Computer Software,Americas
14465A,0,15,0,0,0,0,,,,,,"Vice President, Data","IT Executive (CIO, CTO, VP Engineering, etc.)",Media,Americas
14466A,1,25,101,1,2,1,873,144,52.8419244,46131,23,Software Developer,Software Developer / Engineer,Government,Americas
14467A,1,85,81,1,3,1,2697,658,68.86206897,185721,2,Senior Online Operations Administrator,Technical Operations,Computer Software,EMEA
14468A,0,2,1,1,0,0,19,8,29.21052632,555,2,Document Management System Manager,Technical Operations,Insurance,Americas
14469A,0,12,0,0,0,0,9,2,64.66666667,582,1,Business Development,Director / Development Manager,Consumer Product Manufacturing,Global
14470A,0,14,0,0,0,0,,,,,,"CIO / CDO Function: Head of Technology Strategy, Architecture & Planning","IT Executive (CIO, CTO, VP Engineering, etc.)",Energy and Environmental,EMEA
14471A,0,31,32,1,7,1,19,7,4.684210526,89,2,Business analyst,Software Developer / Engineer,Banks,EMEA
14472A,0,29,7,1,1,1,23,12,42.43478261,976,2,0,Software Developer / Engineer,Corporate Services,Americas
14473A,0,14,36,1,3,1,110,46,89.32727273,9826,,Architect,Architect,Banks,Americas
14474A,0,67,20,1,8,1,1705,357,55.7601173,95071,20,0,Software Developer / Engineer,Corporate Services,Americas
14475A,0,28,69,1,4,1,1036,227,64.23938224,66552,2,0,Software Developer / Engineer,Technology - Software & Services,Americas
14476A,0,,,,,,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Hardware,Americas
14477A,0,,,,,,,,,,,"Chief Application Architect, Worldpay SN, LLC","Business Executive (CEO, COO, CMO, etc.)",Financial Services,Americas
14478A,0,68,6,1,0,0,,,,,1,0,Director / Development Manager,Insurance,Americas
14479A,0,11,3,1,0,0,2,1,35.5,71,1,Chief Information Officer,"IT Executive (CIO, CTO, VP Engineering, etc.)",Schools and Education,Americas
14480A,0,2,3,1,0,0,,,,,,Director of Engineering,Director / Development Manager,Computer Software,Americas
14481A,1,1,0,0,0,0,,,,,,Director of Corporate IT,Director / Development Manager,Financial Services,Americas
14482A,0,8,374,1,4,1,77,42,35.05194805,2699,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Consumer Products,EMEA
14483A,0,7,0,0,0,0,,,,,,AVP Engg,"Business Executive (CEO, COO, CMO, etc.)",Corporate Services,APAC
14484A,1,104,0,0,0,0,12,3,64,768,1,"Director, Open Platform Engineering",Director / Development Manager,Media,Americas
14485A,1,23,0,0,0,0,,,,,,Solution Architect - Pharmacy,Architect,Insurance,Americas
14486A,0,15,0,0,0,0,,,,,,Senior Software Instrumentation Engineer,Software Developer / Engineer,Industrial Manufacturing and Services,Americas
14487A,1,39,42,1,4,1,199,55,61.43718593,12226,8,Principal Architect,0,Computer Software,Global
14488A,0,13,0,0,0,0,,,,,,Head of Application Infrastructural Management,Director / Development Manager,Energy and Environmental,EMEA
14489A,0,4,0,0,0,0,,,,,,0,Other,"Civic, Non-Profit and Membership Groups",Americas
14490A,1,11,33,1,1,1,454,149,65.63436123,29798,4,0,Software Developer / Engineer,Computer Software,Americas
14491A,0,22,92,1,3,1,21,9,48.33333333,1015,5,0,Architect,Transportation,EMEA
14492A,0,3,0,0,0,0,,,,,,Head of Global Support & Implementations.,Director / Development Manager,0,APAC
14493A,1,103,39,1,7,1,530,189,64.42075472,34143,9,Senior Backend/Cloud Developer,Software Developer / Engineer,Computer Software,EMEA
14494A,1,1,0,0,0,0,132,42,112.25,14817,1,Tech Architect,Architect,Financial Services,APAC
14495A,0,10,7,1,0,0,,,,,,0,Technical Operations,Corporate Services,EMEA
14496A,0,6,0,0,0,0,11,2,18.72727273,206,1,Rivogatti,Other,Schools and Education,Americas
14497A,0,8,0,0,0,0,,,,,,Supervisor of Delivery,Director / Development Manager,Energy and Environmental,Americas
14498A,0,29,45,1,3,1,384,158,75.02604167,28810,2,0,Director / Development Manager,Computer Software,Americas
14499A,0,23,14,1,0,0,,,,,,CIO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Transportation,EMEA
14500A,1,12,5,1,3,1,44,13,114.8863636,5055,3,Head IT,Director / Development Manager,0,APAC
14501A,0,47,7,1,0,0,,,,,,Client Partner (BMW),Business Development / Alliance Manager,Corporate Services,Global
14502A,0,,,,,,,,,,,"Senior Director, Information Technology",Director / Development Manager,Consumer Services,Americas
14503A,0,17,0,0,0,0,27,8,55.96296296,1511,1,Director of E-business and Marketing Technology,Director / Development Manager,Industrial Manufacturing and Services,Americas
14504A,0,5,0,0,0,0,,,,,,Head of Architecture,Director / Development Manager,Financial Services,EMEA
14505A,1,4,1,1,0,0,6,3,7.333333333,44,2,Sr. Project Manager,Product / Project Manager,Government,Americas
14506A,1,15,0,0,0,0,,,,,,0,Data Scientist,Banks,APAC
14507A,0,10,0,0,0,0,,,,,,Information Technology Management,0,Media,Americas
14508A,0,14,4,1,0,0,,,,,,Sr. Manager of Enterprise Information,Director / Development Manager,Real Estate,Americas
14509A,0,19,0,0,0,0,,,,,,Chief Engineering Officer,DV,Consumer Product Manufacturing,Americas
14510A,0,30,66,1,3,1,141,50,75.60283688,10660,2,Senior Director of Global Technology,Director / Development Manager,Corporate Services,Americas
14511A,0,28,0,0,0,0,453,195,100.8189845,45671,2,0,Architect,Computer Software,Americas
14512A,1,41,38,1,1,1,1,1,0,0,1,0,Software Developer / Engineer,Retail,Americas
14513A,0,3,2,1,0,0,,,,,,Co-Founder,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,APAC
14514A,1,12,2,1,1,1,4,2,18.75,75,1,Director Software Development,Director / Development Manager,Hospitals and Healthcare,Americas
14515A,0,15,3,1,1,1,76,20,72.05263158,5476,3,0,Software Developer / Engineer,Financial Services,Americas
14516A,0,97,15,1,0,0,15,6,22.26666667,334,1,Director Enterprise Data & Analytics Solutions,Director / Development Manager,Insurance,Americas
14517A,1,4,0,0,0,0,,,,,,Head D&A,Director / Development Manager,Corporate Services,APAC
14518A,1,29,13,1,2,1,202,76,80.45049505,16251,2,Technical Architect,Architect,Corporate Services,APAC
14519A,0,58,43,1,1,1,5,3,22.4,112,2,Application Development Manager | North America,0,Real Estate,Americas
14520A,0,13,28,1,0,0,,,,,,"Vice President, Data Engineering","IT Executive (CIO, CTO, VP Engineering, etc.)",Financial Services,Americas
14521A,0,23,7,1,0,0,,,,,,CTO Digital,"IT Executive (CIO, CTO, VP Engineering, etc.)",Banks,EMEA
14522A,1,40,108,1,2,1,9,4,58,522,1,VP Platform,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
14523A,0,28,7,1,0,0,28,11,94.39285714,2643,2,0,Software Developer / Engineer,Corporate Services,Americas
14524A,0,39,1,1,0,0,211,54,44.65402844,9422,19,DBA,DBA,Insurance,Americas
14525A,0,39,37,1,5,1,1248,555,88.66105769,110649,3,DBA Head,Technical Operations,Consumer Product Manufacturing,APAC
14526A,0,35,23,1,0,0,15,5,88.06666667,1321,7,"Vice President, Architecture","IT Executive (CIO, CTO, VP Engineering, etc.)",Financial Services,Americas
14527A,0,9,30,1,3,1,3,2,0.666666667,2,,PM,Product / Project Manager,Banks,APAC
14528A,1,37,23,1,0,0,554,205,51.38267148,28466,3,Senior IT Security Consultant,Architect,Financial Services,Americas
14529A,0,8,0,0,0,0,86,30,48.70930233,4189,2,Technical Innovation Architect,Architect,Computer Software,Americas
14530A,0,26,15,1,0,0,,,,,,0,Technical Operations,Computer Software,Americas
14531A,1,41,3,1,1,1,26,13,19.73076923,513,1,Director IT,Director / Development Manager,Corporate Services,Americas
14532A,1,22,24,1,2,1,303,80,59.55775578,18046,3,Principal Architect,Architect,Computer Software,Americas
14533A,1,20,20,1,0,0,,,,,,Director of Engineering,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
14534A,1,2,5,1,0,0,20,15,58.75,1175,1,0,Product / Project Manager,Computer Software,EMEA
14535A,0,15,0,0,0,0,,,,,,Vice President of World Wide Sales,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
14536A,1,30,8,1,3,1,61,27,23.60655738,1440,2,Technology Manager Data,Architect,Automotive,EMEA
14537A,0,,,,,,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
14538A,0,12,9,1,2,1,152,29,79.625,12103,6,0,Technical Operations,Schools and Education,Americas
14539A,0,1,0,0,0,0,44,7,43.15909091,1899,1,Project Manager,Product / Project Manager,Telecommunications,EMEA
